SVID,health,we,te,wc,tc,e,sqrta,omega0,M0,L0,i0,dOdt,dn,didt,Cuc,Cus,Crc,Crs,Cic,Cis,af0,af1,af2,TGD
11,0,2074,93600,2074,93600.0000033528,0.01661296223756,5153.735282898,1.954489558987,1.975223428167,0.4656553885532,0.9108884597377,-8.613215917873e-09,5.593447275245e-09,-3.107272287506e-11,-1.322478055954e-07,2.218410372734e-06,305.0625,-1.03125,2.775341272354e-07,8.009374141693e-08,-0.0004856837913394,1.125499693444e-11,0,-1.210719347e-08
12,0,2074,93600,2074,93600.0000033528,0.007481302600354,5153.576620102,1.103599805247,1.459316035559,-1.106415768944,0.9810537222425,-7.828540375844e-09,3.982665894021e-09,-2.564392531528e-10,1.652166247368e-06,8.296221494675e-06,231.5,33.84375,-1.955777406693e-07,-3.352761268616e-08,0.0001966403797269,-3.865352482535e-12,0,-1.257285475731e-08
13,0,2074,93600,2074,93600.0000033528,0.003871269407682,5153.665082932,1.20090597684,-2.229851081471,3.137984538772,0.9682979675084,-7.889257190657e-09,4.521616914922e-09,2.964409193828e-10,8.977949619293e-07,7.882714271545e-06,229.28125,19.59375,5.215406417847e-08,1.303851604462e-08,-4.02987934649e-05,2.160049916711e-12,0,-1.117587089539e-08
14,0,2074,93600,2074,93600.0000033528,0.01075348292943,5153.748630524,-1.932082572343,-1.625281323811,3.092679946648,0.9608758877433,-7.899257607215e-09,4.665194324069e-09,2.91440711104e-10,1.208856701851e-06,7.959082722664e-06,223.15625,19.71875,2.253800630569e-07,1.508742570877e-07,-5.748542025685e-05,2.046363078989e-12,0,-9.778887033463e-09
15,0,2074,93600,2074,93600.0000033528,0.01181516016368,5153.575651169,0.8186060102719,-2.238488714497,2.915397415879,0.92844292078,-8.215699359713e-09,5.330222025142e-09,4.132314984649e-10,2.719461917877e-07,8.11368227005e-06,202.0625,12.09375,1.341104507446e-07,-8.940696716309e-08,-0.0002817185595632,2.728484105319e-12,0,-1.071020960808e-08
16,0,2074,93600,2074,93600.0000033528,0.01082648488227,5153.652086258,0.5788492132903,-0.3866567692122,-1.087509261457,0.981372313616,-7.943188008521e-09,4.009809881819e-09,-3.042983895351e-10,2.525746822357e-06,8.33161175251e-06,228.9375,48.96875,5.960464477539e-08,1.378357410431e-07,-8.089980110526e-05,-3.52429196937e-12,0,-1.071020960808e-08
17,0,2074,93600,2074,93600.0000033528,0.01318058290053,5153.579313278,-1.700858262614,-1.425065906367,-0.07304799963382,0.9845173431791,-7.961045895231e-09,4.031596503605e-09,1.000041655749e-11,2.490356564522e-06,5.632638931274e-06,285.5625,45.34375,5.029141902924e-08,3.743916749954e-07,0.000139428768307,7.275957614183e-12,0,-1.117587089539e-08
18,0,2074,93600,2074,93600.0000033528,0.01568751758896,5153.673221588,1.439351899744,2.473530545527,0.8670401557484,0.9556856299482,-8.048192382375e-09,4.551261006861e-09,-5.178787145843e-11,-3.086403012276e-06,3.540888428688e-06,304.5,-59.375,1.9371509552e-07,-4.097819328308e-08,9.119976311922e-05,2.84217094304e-12,0,-5.587935447693e-09
19,0,2074,93600,2074,93600.0000033528,0.009345389320515,5153.649374008,1.51220443743,1.328791405084,-0.02707567171898,0.9824769703722,-8.008547873879e-09,4.084813006001e-09,4.285892810353e-12,1.559033989906e-06,5.748122930527e-06,284.4375,36.46875,-7.264316082001e-08,-1.620501279831e-07,-0.0002572294324636,5.229594535194e-12,0,-1.536682248116e-08
20,0,2074,93600,2074,93600.0000033528,0.004933949792758,5153.627210617,2.448645128424,2.357722417425,1.840983680657,0.9315710199922,-8.216413675181e-09,5.010208695303e-09,5.893102614235e-11,-3.60980629921e-06,8.568167686462e-06,196.5625,-68.96875,-5.587935447693e-09,4.656612873077e-08,0.0005271211266518,1.136868377216e-13,0,-8.847564458847e-09
21,0,2074,93600,2074,93600.0000033528,0.02449728059582,5153.643964767,-1.407911420293,0.9043843464381,0.8571720081976,0.9500438688205,-8.765722270375e-09,4.980564603364e-09,-6.107397254753e-11,-2.995133399963e-06,5.012378096581e-06,284.3125,-49.125,-3.073364496231e-07,-3.911554813385e-07,-0.00010657729581,6.36646291241e-12,0,-1.024454832077e-08
22,0,2074,93600,2074,93600.0000033528,0.006886000744998,5153.691246033,-1.280277085845,-2.262302425611,1.889244343067,0.9283058760773,-8.182126532698e-09,5.005208487024e-09,1.400058318049e-10,-3.714114427567e-06,8.538365364075e-06,192.78125,-74.625,8.754432201385e-08,1.285225152969e-07,-0.0007617045193911,-3.296918293927e-12,0,-1.8160790205e-08
23,0,2074,93600,2074,93600.0000033528,0.01323089573998,5153.745967865,-2.226600587218,-2.74833332108,2.992407746685,0.9437579892513,-7.956402844686e-09,4.969849871339e-09,3.746584631717e-10,4.768371582031e-07,8.478760719299e-06,207,14.65625,1.676380634308e-07,-1.955777406693e-07,-0.0001628655008972,2.160049916711e-12,0,-2.002343535423e-08
24,0,2074,93600,2074,93600.0000033528,0.008798870490864,5153.697690964,0.6087332898078,3.03096548205,-2.27751733247,0.9377765619522,-8.220342410257e-09,5.246289957606e-09,-1.410773050075e-10,1.000240445137e-06,6.774440407753e-06,237.625,20.65625,-1.154839992523e-07,-1.154839992523e-07,-3.076158463955e-06,-4.547473508865e-13,0,2.793967723846e-09
25,0,2074,93600,2074,93600.0000033528,0.008444663253613,5153.65438652,0.8918340951212,1.068585371579,-1.172410396833,0.9684051482015,-8.077479316579e-09,4.383754029523e-09,-3.26085011321e-10,2.071261405945e-06,8.074566721916e-06,228.4375,38.625,-7.636845111847e-08,1.173466444016e-07,-1.466926187277e-05,-1.136868377216e-12,0,5.587935447693e-09
26,0,2074,93600,2074,93600.0000033528,0.003985314513557,5153.68422699,0.118300333398,0.5568384316758,-1.203421189449,0.949607863642,-8.190698318319e-09,4.733054293567e-09,-3.668009930194e-10,2.25193798542e-06,7.955357432365e-06,215.9375,43.59375,2.607703208923e-08,3.725290298462e-09,5.574198439717e-05,8.640199666843e-12,0,7.450580596924e-09
27,0,2074,93600,2074,93600.0000033528,0.007233556592837,5153.655481339,0.5111449900748,-1.343773475365,-0.1299882925227,0.9788576203432,-7.961760210699e-09,4.06516933062e-09,7.107438910502e-11,2.514570951462e-06,5.57117164135e-06,283.90625,48.34375,1.415610313416e-07,-1.378357410431e-07,-7.934309542179e-05,-1.227817847393e-11,0,1.396983861923e-09
28,0,2074,93600,2074,93600.0000033528,0.01911176822614,5153.708345413,-1.453068706807,-0.5527184432846,-1.083626352107,0.9803476448316,-8.186412425508e-09,4.173388124081e-09,-1.642925577302e-10,2.013519406319e-06,8.726492524147e-06,225.96875,37.1875,-2.216547727585e-07,3.166496753693e-08,0.0007599140517414,-1.250555214938e-12,0,-1.117587089539e-08
29,0,2074,93600,2074,93600.0000033528,0.00116171000991,5153.685438156,2.033693740262,-1.149353017292,-0.06170361559755,0.9860511571943,-7.910329496975e-09,3.977665685742e-09,5.964534161075e-11,1.639127731323e-06,5.360692739487e-06,289.25,31.96875,2.235174179077e-08,3.166496753693e-08,7.812585681677e-05,-1.011812855722e-11,0,-9.778887033463e-09
30,0,2074,93600,2074,93600.0000033528,0.004178476752713,5153.74240303,-2.897493607073,2.047948402323,-2.183109186963,0.9399120975802,-8.417850637268e-09,5.370580849107e-09,-1.939366496685e-10,7.599592208862e-07,6.435438990593e-06,246.625,13.375,-8.009374141693e-08,8.195638656616e-08,-5.616107955575e-05,-8.071765478235e-12,0,3.725290298462e-09
31,0,2074,93600,2074,93600.0000033528,0.009419882902876,5153.704141617,0.03660080009024,1.80264377672,-2.194698666832,0.9590224436828,-8.164625803722e-09,4.882703384195e-09,-3.046555472693e-10,1.486390829086e-06,6.943941116333e-06,245.21875,24.125,5.774199962616e-08,2.142041921616e-07,5.39468601346e-06,-2.614797267597e-12,0,-1.350417733192e-08
32,0,2074,93600,2074,93600.0000033528,0.003235928830691,5153.6320858,-2.517614882571,-0.5984422228807,3.00609670564,0.9571609345549,-8.072121950566e-09,4.787699426899e-09,2.864405028253e-10,7.711350917816e-07,8.318573236465e-06,218.625,12.65625,2.048909664154e-08,5.774199962616e-08,8.265115320683e-05,1.307398633799e-11,0,4.656612873077e-10
